cycles	meanTime	stddTime	meanFail	stddFail	meanWait	stddWait	meanFair	stddFair	meanTP	stddTP
1	0.010891403406858444	0.055927861129043924	21151826.98	157030469.97691154	0.0011338084787130354	0.007103814141280847	16.116	17.8945395023175	144059.44161042926	48603.65258597913
2	0.0023436759412288665	3.610881801411336e-05	1820916.91	72365.48425998336	0.0002787623183429241	4.466193340601441e-06	10.199999999999996	7.32410687763558e-16	240278.07761293545	3710.501745665247
3	0.0023427144438028335	3.776319530311792e-05	1810724.35	81509.38703589606	0.0002785222852230072	4.745557025720957e-06	10.199999999999998	1.6377200852866891e-15	240382.25905978924	3893.3950329535187
4	0.0023301487416028978	3.791455858001044e-05	1792302.72	77582.41962469074	0.00027719275146722796	4.642384248812147e-06	10.199999999999996	7.105427357601002e-16	241679.49349756434	3935.4123163495506
5	0.002330087572336197	3.321208482145797e-05	1805956.73	70488.92955661265	0.0002771877846121788	4.195434527586586e-06	10.199999999999996	5.891509130072236e-16	241670.93960961828	3446.697215936154
6	0.0026409026980400087	0.002117481129225155	2617374.18	5905207.599983141	0.00031663668826222425	0.0002703504746176645	10.207999999999997	0.07959899496853003	229900.18369771983	21361.160662783797
7	0.00242999829351902	3.722754888780426e-05	2042695.18	87823.89246832322	0.00029059586793184276	4.630253363200014e-06	10.199999999999998	1.6568753574632948e-15	231741.88998726624	3557.3617963758193
8	0.0024291832000017167	3.2539203081688444e-05	2052526.07	84063.65423763769	0.00029066695436835287	4.037294595585275e-06	10.199999999999998	1.6663704229186144e-15	231806.4822253642	3086.375981857544
9	0.0024166857451200486	3.425374498560334e-05	2031272.17	77568.67054024516	0.00028903805598616604	4.237747327107207e-06	10.199999999999996	6.404745667978754e-16	233010.60880041798	3311.7192814841856
10	0.002420071139931679	3.4004589703665065e-05	2043962.06	81439.28726687384	0.0002892011250555515	4.23466106074921e-06	10.199999999999996	5.329070518200751e-16	232683.78348462784	3274.1440662624254
11	0.0024155603349208833	3.2892133153759086e-05	2061367.25	78201.609947542	0.00028898811683058736	4.0521581238931214e-06	10.199999999999998	1.5888218580782547e-15	233115.47438534693	3177.3598797624186
12	0.00240916833281517	3.465456646096841e-05	2055167.45	83438.82981806193	0.0002880792814493179	4.350579859456563e-06	10.199999999999996	6.153480596427405e-16	233738.83720254299	3353.8405533965656
13	0.002399616912007332	3.4174749157645826e-05	2026555.16	81057.97813820919	0.00028701698035001755	4.253369974158651e-06	10.199999999999996	5.891509130072236e-16	234668.17468082567	3328.4070342801365
14	0.0025121119618415834	0.0009807215286829025	2320992.02	2600199.912286311	0.00030092967718839647	0.00012521500607842485	10.199999999999996	5.891509130072236e-16	231425.95199434616	18877.156213993912
15	0.0024047746509313584	3.525542599817848e-05	2024720.81	88190.57492121196	0.0002874502612650394	4.363301427369293e-06	10.199999999999996	7.32410687763558e-16	234167.93404070486	3435.87004660464
16	0.002401333227753639	3.6600371120906604e-05	2034486.18	82907.04584175943	0.0002869816181063652	4.626646413520054e-06	10.199999999999996	6.153480596427405e-16	234507.70998801567	3584.082810430051
17	0.002399415075778961	3.7763736020088976e-05	2032661.83	76357.20050749044	0.00028690926119685176	4.799053017482267e-06	10.199999999999996	5.617333549722722e-16	234698.61428165733	3691.9679145397085
18	0.002408418133854866	3.324652005318134e-05	2043714.25	79706.28205936782	0.000287965923845768	4.217106239867412e-06	10.199999999999996	6.153480596427405e-16	233808.13269139058	3241.6052607741844
19	0.002413514479994774	3.510715698052651e-05	2042385.91	78397.24860645238	0.00028872828766703606	4.322570880793767e-06	10.199999999999998	1.6183380998214679e-15	233318.91242816515	3377.98246258992
20	0.002403058260679245	3.268099421277048e-05	2041682.32	76370.81779657464	0.0002873791500926017	4.132261799427992e-06	10.199999999999998	1.5888218580782547e-15	234328.1887458547	3191.729518662997
21	0.0024103888869285582	3.270703428143416e-05	2035761.66	80313.64348617487	0.000287994809448719	4.076593808998348e-06	10.199999999999998	1.6758116906701665e-15	233615.28759026344	3170.763419452774
22	0.0024093328416347503	3.230915445648643e-05	2031812.52	64316.84145594838	0.00028800488173961645	4.026431182030993e-06	10.199999999999998	1.6663704229186144e-15	233716.80890566166	3144.692273385707
23	0.002481942772865295	0.0006690980386172789	2223659.14	1760935.8306108715	0.00029739197954535486	8.566052890941678e-05	10.199999999999998	1.6473255640462454e-15	231493.35120360125	17497.521563781465
24	0.002405283376574516	3.473616706355394e-05	2024972.53	77988.56193012602	0.0002876329456269741	4.329480996894222e-06	10.199999999999996	7.105427357601002e-16	234117.01225661815	3390.711022052683
25	0.0024040888994932173	3.243140065879171e-05	2026343.44	80712.30493094842	0.000287492896169424	4.135206599345334e-06	10.199999999999998	1.6663704229186144e-15	234226.92438839815	3156.257615969665
26	0.0024031922966241837	3.517369621189279e-05	2036615.22	84060.09788925778	0.00028733450263738634	4.466667739273446e-06	10.199999999999998	1.6473255640462454e-15	234322.27483656173	3454.447844313696
27	0.0023886015266180037	3.7824606101848577e-05	2018549.85	77468.19159789068	0.00028548200026154517	4.658397432988404e-06	10.199999999999996	5.329070518200751e-16	235762.3370256091	3762.3353982016165
28	0.002400321513414383	3.122254056292464e-05	2017336.24	71785.54522981908	0.00028714308410882945	3.843719675938719e-06	10.199999999999996	5.329070518200751e-16	234591.47129229858	3041.60959011546
29	0.0023973441869020464	3.7675099681651016e-05	2015005.58	83325.41612319498	0.00028669290915131566	4.728052782981843e-06	10.199999999999996	5.891509130072236e-16	234901.2738116381	3695.975085716243
30	0.002492024004459381	0.000979174420531081	2289015.31	2570047.755639057	0.0002987836118042469	0.00012529401184441732	10.199999999999996	5.02429586778808e-16	233355.6528135384	19095.623266105846
31	0.0023827528953552246	3.510155613596571e-05	2021122.38	82494.36478048425	0.00028482289195060724	4.383399567057114e-06	10.199999999999996	6.153480596427405e-16	236332.6337751111	3483.791542961731
32	0.0023778734356164934	3.36636996571375e-05	2001515.96	76019.17190563444	0.00028417669653892514	4.194726323495687e-06	10.199999999999998	1.578860494311767e-15	236813.54426079403	3346.4444803411343
33	0.0023802479356527326	4.118507901518761e-05	2007381.85	90381.03285284751	0.0002845089113712311	5.128187155164721e-06	10.199999999999998	1.6183380998214679e-15	236600.41731212984	4071.9247987643785
34	0.0023830998688936234	3.4809545298169484e-05	2004905.11	80058.0512717984	0.0002849472862482071	4.276812748879738e-06	10.199999999999998	1.5688358818848952e-15	236297.2726268828	3448.003563464812
35	0.0023826242238283155	3.804355680828543e-05	2010463.58	86667.43280981386	0.000284859965890646	4.746855114142206e-06	10.199999999999996	6.879800455918813e-16	236354.2882014323	3771.496466335548
36	0.002377566397190094	3.742787175797916e-05	2021146.85	92232.87401077503	0.0002843363055586815	4.697503166315283e-06	10.199999999999996	7.32410687763558e-16	236855.25801871237	3717.51602098445
37	0.00236508347094059	3.356571707228638e-05	1994608.0	82371.51790819445	0.0002827598962187767	4.15641708972235e-06	10.199999999999998	1.538370149106851e-15	238094.54024599947	3380.9754471464335
38	0.002340070903301239	3.244564831267693e-05	1938381.97	78147.18631242651	0.00027953521624207495	3.94528104178615e-06	10.189999999999998	0.04358898943540662	240615.77992621626	3330.0506106876237
39	0.002336299419403076	3.3764382118211656e-05	1936275.59	78126.69788569014	0.0002791055427491665	4.184290345497922e-06	10.195999999999996	0.027999999999999806	241021.07534447883	3478.1555204938213
40	0.002455107420682907	0.0011637034824805996	2255488.7	3129144.3200819213	0.00029398026719689373	0.00014653600922967064	10.195999999999996	0.02799999999999993	238843.06697598682	20430.0367786993
41	0.0023332707583904265	3.541453230931113e-05	1936231.54	77679.08055743451	0.00027876619935035703	4.557497534452418e-06	10.193999999999996	0.03411744421846379	241335.38171068777	3694.0371691264972
42	0.002330200523138046	3.4947741390530086e-05	1926788.8	84068.64896916092	0.00027837894022464746	4.357399664637988e-06	10.189999999999996	0.04358898943540648	241643.51004881	3660.087841105253
43	0.002324874848127365	3.5277626385626197e-05	1923894.19	81071.01595165748	0.0002776842558383942	4.4140392030697545e-06	10.191999999999997	0.039191835884530596	242202.120919691	3676.140577534439
44	0.0023379854112863543	3.680226655339605e-05	1939365.96	80483.06840422026	0.0002792559152841568	4.613108936187092e-06	10.195999999999996	0.027999999999999952	240856.86966769877	3801.1869936560415
45	0.002331803813576698	3.885758707453859e-05	1928929.97	86507.8573646874	0.0002785985903441906	4.808070552189768e-06	10.191999999999997	0.039191835884530665	241493.42929916354	3998.5116651060393
46	0.0023331397771835325	4.3057114412417316e-05	1926717.69	102955.4747127801	0.00027865057885646826	5.437911543880925e-06	10.189999999999998	0.04358898943540662	241363.72608828655	4310.8277445455915
47	0.002329779788851738	3.698324108477812e-05	1910864.15	92474.75593937785	0.0002782635851204395	4.680779557857906e-06	10.193999999999996	0.03411744421846388	241702.0298156789	3854.7420558107005
48	0.0023232299834489824	3.332477698168632e-05	1905833.68	79534.21069337144	0.0002774353916943074	4.16116146178998e-06	10.191999999999997	0.039191835884530755	242367.60604151766	3473.273662683297
49	0.0023211948573589325	3.3969464602443465e-05	1900787.0	74230.52165908576	0.00027721326678991314	4.254810053160737e-06	10.195999999999996	0.027999999999999945	242590.82014143805	3550.2505086597303
50	0.002325194850564003	3.3748118843982835e-05	1917046.71	78336.8263241874	0.00027779413998126984	4.171181801464523e-06	10.189999999999998	0.043588989435406664	242159.78407799682	3518.7534134043367
51	0.0023214057087898254	3.712409114560127e-05	1910899.43	78519.77907524383	0.0002772578935325146	4.678704948508686e-06	10.193999999999997	0.03411744421846378	242575.0813518959	3912.463884148302
52	0.002329629734158516	3.1170229642821484e-05	1930325.95	78192.26411383355	0.00027824645042419437	3.9578058193100755e-06	10.193999999999996	0.034117444218463876	241699.59925835262	3227.662013362599
53	0.0023210680484771727	3.8159707130589217e-05	1905677.18	81314.30435432379	0.0002770507457852364	4.741323371918023e-06	10.187999999999997	0.047497368348151485	242600.42968638372	3988.6262222964374
54	0.0023156867921352384	4.1060395284987796e-05	1900511.85	83789.01825219997	0.0002764597767591476	5.108969250567711e-06	10.185999999999996	0.051029403288692016	243171.28545707837	4351.340215092233
55	0.0023196947574615477	3.8022349701293737e-05	1909936.98	82092.54822296358	0.0002769972075521946	4.7498320544905865e-06	10.181999999999995	0.057236352085016526	242731.2600020171	4011.7196300496603
56	0.0023202522844076156	3.609321041565591e-05	1906337.87	84279.18985166564	0.0002769182184338569	4.5064058107387595e-06	10.183999999999996	0.05425863986500193	242669.98459054317	3759.2050390856366
57	0.0023551782965660095	0.00040988825911823947	2017137.0	1081746.6758542685	0.00028151928856968886	5.243757408806781e-05	10.183999999999996	0.054258639865001984	241751.9744758968	15902.39428782232
58	0.0023207079619169237	3.550900617980388e-05	1911863.33	92555.05677358262	0.0002770506180822849	4.42658089583276e-06	10.189999999999998	0.04358898943540658	242633.50999808175	3705.781275638131
59	0.0023155900090932845	3.401227640961488e-05	1909595.6	86551.88960144082	0.00027635317042469976	4.220671391721143e-06	10.197999999999997	0.019899748742132357	243183.4767590495	3624.9086362916782
60	0.0023166293650865553	3.23752914038318e-05	1907385.95	87006.603045789	0.0002766056376695633	4.036655933571123e-06	10.191999999999997	0.039191835884530755	243055.71117490705	3399.121631695974
61	0.0023112575709819793	3.2368700212821006e-05	1891362.85	72183.09643973096	0.0002757924963533878	3.9692001283754445e-06	10.193999999999996	0.034117444218463876	243625.10732394457	3411.44061757533
62	0.0023437001556158065	0.0002474994564635296	1975577.47	665079.8959791892	0.00027997554153203966	3.159834029755213e-05	10.189999999999998	0.04358898943540655	241548.91444347185	12922.085365565266
63	0.002313617765903473	3.8763286137622454e-05	1905475.88	84070.37815226955	0.0002760883451998234	4.880871879152621e-06	10.183999999999996	0.054258639865002005	243375.20595415132	4058.025063119136
