cycles	meanTime	stddTime	meanFail	stddFail	meanWait	stddWait	meanFair	stddFair	meanTP	stddTP
1	0.0030243390053510664	0.0007683644980307733	0.0	0.0	6611789.119127594	597640.5712427769	153.992	13.980212301678364	191998.49810174684	32978.9035003187
2	0.002695574536919594	0.00025430758371119576	0.0	0.0	6935840.725890534	0.009374283199108407	156.11599999999999	10.53041993464644	209021.4071291694	13811.944017330416
3	0.0028985733538866043	0.0004271013520637128	0.0	0.0	7066598.414212126	72582.70307039403	145.01200000000003	15.24629318883769	196965.34504120026	23602.45684865095
4	0.0027984032034873963	0.000270766222548081	0.0	0.0	7155286.249784346	33169.12886519591	141.38199999999998	14.718426410455647	202724.55215861526	20204.159135742855
5	0.002797071263194084	0.00020872107639114982	0.0	0.0	7164382.469838776	11313.236310412185	146.75199999999995	11.412173149755414	202021.34572774294	14799.364761120027
6	0.00275578647851944	0.000177966836093381	0.0	0.0	7135956.928105073	48560.3397857684	148.188	10.519194645979276	204672.5333419227	13014.366675141106
7	0.0027457410842180252	0.0001533199496822723	0.0	0.0	7163245.517149729	0.010028839904406213	148.71799999999996	10.135762230833906	205307.98441890694	11275.338533546108
8	0.0027701955288648604	0.0001481505142946582	0.0	0.0	7163245.552140128	0.010084622653134683	144.78199999999998	12.785432178851009	203448.94335661465	10788.143668716642
9	0.0009557388722896576	0.0006787323060249687	0.0	0.0	7264440.633522616	35576.29028938773	159.026	9.489642985908358	730029.1343919688	200604.81063432837
10	0.000688830316066742	2.1962112408816817e-05	0.0	0.0	7276947.897133069	0.0025789337004035423	164.612	4.109775662977248	817996.7861316422	21065.87796574666
11	0.0006867215782403946	8.941781038789316e-06	0.0	0.0	7276947.9060106315	0.002558191450329215	164.04	5.366637681081154	819969.7903503681	10178.653735456794
12	0.0006854717433452607	5.715585024770169e-06	0.0	0.0	7276947.9148795055	0.0025576608843203156	164.98800000000003	3.0216313474678027	821388.6186369242	6769.225975235199
13	0.0006857750564813614	6.405532496152415e-06	0.0	0.0	7276947.923752034	0.002567904867844842	164.69000000000003	3.768646972057751	821039.4810804677	7555.963954652268
14	0.0006858300417661667	6.667374536756666e-06	0.0	0.0	7276947.932622346	0.0025547354285870376	164.77200000000002	4.0364360517664695	820979.4605573085	7856.5816963428015
15	0.0006866782903671264	7.027366448973946e-06	0.0	0.0	7276947.941481649	0.0025603616522890727	164.68400000000003	3.9536494533532056	819973.3933783179	8244.143761638219
16	0.0006868423521518707	7.525214697846572e-06	0.0	0.0	7276947.950359892	0.002558407373501456	164.584	3.874912128035957	819789.5118780942	8792.432288814132
17	0.0006869644671678543	9.533446742420836e-06	0.0	0.0	7276947.959219467	0.002563149043231527	165.23000000000005	2.6326222668662647	819696.5142749271	10748.370608061461
