cycles	meanTime	stddTime	meanFail	stddFail	meanWait	stddWait	meanFair	stddFair	meanTP	stddTP
1	0.004813337102532387	0.0024454397497182803	54734.37	31374.155305810225	0.0005233460135757922	0.0002083892389430917	48.391999999999996	27.145488317582355	125175.02028532448	19178.370164146607
2	0.004404998496174812	0.00028840403475352024	52526.45	3221.657326206498	0.0005301504692435265	3.587811324564115e-05	42.348	17.89622574734684	128311.60616658762	7896.310747264537
3	0.0046377073973417286	0.0004490235674961198	54708.34	4514.972928423824	0.0005492167948186398	4.490522708870741e-05	48.775999999999996	25.044924116475176	122356.49641641231	10159.953831898938
4	0.0044678449630737305	0.000377944207540575	54677.98	4563.690131856018	0.0005369486074149609	4.421604967593084e-05	52.89	28.71614702567181	126848.20598207643	10090.97766841311
5	0.00451228253543377	0.00045627833305978907	56122.17	4722.104314932062	0.0005428110051155091	4.525886478117429e-05	48.82599999999999	26.14982455008062	125546.22398499008	8165.646512219647
6	0.004505187422037125	0.000251835560823411	55636.86	2726.724584625297	0.0005424795137345791	3.139091281666513e-05	42.88999999999999	4.1565731077415204	125352.8766917925	7079.492725874944
7	0.004656448885798454	0.0003363018992656807	58187.59	3899.7456329740276	0.0005615842646360397	4.203244613656938e-05	46.470000000000006	4.524720985873053	121508.52388659545	8591.518371072456
8	0.004567235857248306	0.00025792811406647446	56530.98	2925.38153060417	0.0005509568411111832	3.2089953081269075e-05	44.07	5.614365502886324	123653.08144729596	7008.358277545587
9	0.005056606009602547	0.0004481551536924353	62081.36	5161.045490053348	0.0006101409228146076	5.469333434181769e-05	46.88399999999999	5.682054557992207	112191.67918455553	9841.452567689423
10	0.005326448306441307	0.00038227576384825343	64390.01	4381.955443623314	0.0006460588884353638	4.790081644349273e-05	46.18400000000001	5.68919537368862	106243.3756903727	7761.329975116735
11	0.005565754771232605	0.00042716931651272383	67069.07	5142.7376041462585	0.0006761169885098933	5.388816187543069e-05	47.154	6.026598045332045	101762.71043554152	8014.909885051827
12	0.005626036822795868	0.0004186506601824993	67580.97	5139.467844932975	0.0006832564143836497	5.2454079026558554e-05	46.71	6.40077339077084	100614.79022945325	7394.025769563904
13	0.005620904043316841	0.00039269943833409395	67623.04	4664.985551788986	0.0006818245576322078	4.9929790454887264e-05	46.815999999999995	9.570650134656475	100642.2351757411	6987.633222107419
14	0.005557658448815346	0.00042733594420586474	67100.26	5001.042890477945	0.0006750337371230126	5.378710245981632e-05	46.172000000000004	8.224792763346686	101915.22725354703	8086.064264501822
